year,table,position,variable,label,dtype,source_pdf,source_page
2022,hogares.csv,90,num_aspir,Número de aspiradoras del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,91,anio_aspir,Año de la última aspiradora adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,92,num_compu,Número de computadoras del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,93,anio_compu,Año de la última computadora adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,94,num_impre,Número de impresoras del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,95,anio_impre,Año de la última impresora adquirida,C (2),889463910626.pdf,20
2022,hogares.csv,96,num_juego,Número de videojuegos del hogar,N (2),889463910626.pdf,20
2022,hogares.csv,97,anio_juego,Año del último videojuego adquirido,C (2),889463910626.pdf,20
2022,hogares.csv,98,esc_radio,Escuchan la radio,C (1),889463910626.pdf,20
2022,hogares.csv,99,er_aparato,Radio mediante aparato físico,C (1),889463910626.pdf,20
2022,hogares.csv,100,er_celular,Radio mediante teléfono celular,C (1),889463910626.pdf,20
2022,hogares.csv,101,er_compu,Radio mediante computadora,C (1),889463910626.pdf,20
2022,hogares.csv,102,er_aplicac,Radio mediante aplicación,C (1),889463910626.pdf,20
2022,hogares.csv,103,er_tv,Radio mediante televisión,C (1),889463910626.pdf,20
2022,hogares.csv,104,er_otro,Radio por otro medio,C (1),889463910626.pdf,20
2022,hogares.csv,105,recib_tvd,Recibió televisor digital,C (1),889463910626.pdf,20
2022,hogares.csv,106,tsalud1_h,Horas en llegar al hospital,N (2),889463910626.pdf,20
2022,hogares.csv,107,tsalud1_m,Minutos en llegar al hospital,N (2),889463910626.pdf,20
2022,hogares.csv,108,habito_1,Cada mes,C (1),889463910626.pdf,20
2022,hogares.csv,109,habito_2,Cada 15 días,C (1),889463910626.pdf,20
2022,hogares.csv,110,habito_3,Cada 8 días,C (1),889463910626.pdf,20
2022,hogares.csv,111,habito_4,Cada tercer día,C (1),889463910626.pdf,20
2022,hogares.csv,112,habito_5,Diariamente,C (1),889463910626.pdf,20
2022,hogares.csv,113,habito_6,Otros,C (1),889463910626.pdf,20
2022,hogares.csv,114,consumo,Consumo,C (1),889463910626.pdf,20
2022,hogares.csv,115,nr_viv,Número de renglón de vivienda,C (2),889463910626.pdf,20
2022,hogares.csv,116,tarjeta,Tarjeta,C (1),889463910626.pdf,20
2022,hogares.csv,117,pagotarjet,Pagos con tarjetas,C (1),889463910626.pdf,20
2022,hogares.csv,118,regalotar,Regalos con tarjeta,C (1),889463910626.pdf,20
2022,hogares.csv,119,regalodado,Regalos a otras personas,C (1),889463910626.pdf,20
2022,hogares.csv,120,autocons,Autoconsumo,C (1),889463910626.pdf,20
2022,hogares.csv,121,regalos,Regalos recibidos,C (1),889463910626.pdf,21
2022,hogares.csv,122,remunera,Remuneraciones,C (1),889463910626.pdf,21
2022,hogares.csv,123,transferen,Transferencias,C (1),889463910626.pdf,21
2022,hogares.csv,124,parto_g,Gasto en parto,C (1),889463910626.pdf,21
2022,hogares.csv,125,embarazo_g,Servicios médicos parto,C (1),889463910626.pdf,21
2022,hogares.csv,126,negcua,Negocio del hogar,C (1),889463910626.pdf,21
2022,hogares.csv,127,est_alim,Estimación de gastos en alimentos,N (9),889463910626.pdf,21
2022,hogares.csv,128,est_trans,Estimación en gastos de transporte,N (9),889463910626.pdf,21
2022,hogares.csv,129,bene_licon,Beneficiario Liconsa,C (1),889463910626.pdf,21
2022,hogares.csv,130,cond_licon,Otorgamiento condicionado,C (1),889463910626.pdf,21
2022,hogares.csv,131,lts_licon,Litros de leche Liconsa,C (1),889463910626.pdf,21
2022,hogares.csv,132,otros_lts,Otra cantidad de litros,N (2),889463910626.pdf,21
2022,hogares.csv,133,diconsa,Tienda Diconsa en la localidad,C (1),889463910626.pdf,21
2022,hogares.csv,134,frec_dicon,Frecuencia de compra en Diconsa,C(1),889463910626.pdf,21
2022,hogares.csv,135,cond_dicon,Venta condicionada,C (1),889463910626.pdf,21
2022,hogares.csv,136,pago_dicon,Gasto semanal en Diconsa,C (1),889463910626.pdf,21
2022,hogares.csv,137,otro_pago,Otro monto de gasto,N (3),889463910626.pdf,21
2022,hogares.csv,138,entidad,Entidad federativa,C (2),889463910626.pdf,21
2022,hogares.csv,139,est_dis,Estrato de diseño muestral,C (3),889463910626.pdf,21
2022,hogares.csv,140,upm,Unidad Primaria de Muestreo,C (7),889463910626.pdf,21
2022,hogares.csv,141,factor,Factor de expansión,N (5),889463910626.pdf,21
2022,poblacion.csv,1,folioviv,Identificador de la vivienda,C (10),889463910626.pdf,21
2022,poblacion.csv,2,foliohog,Identificador del hogar,C (1),889463910626.pdf,21
2022,poblacion.csv,3,numren,Identificador de la persona,C (2),889463910626.pdf,21
2022,poblacion.csv,4,parentesco,Parentesco,C (3),889463910626.pdf,21
2022,poblacion.csv,5,sexo,Sexo,C (1),889463910626.pdf,21
2022,poblacion.csv,6,edad,Edad,N (3),889463910626.pdf,21
2022,poblacion.csv,7,madre_hog,Identificador de la madre,C (1),889463910626.pdf,21
2022,poblacion.csv,8,madre_id,Número de renglón de la madre,C (2),889463910626.pdf,21
2022,poblacion.csv,9,padre_hog,Identificador del padre,C (1),889463910626.pdf,21
2022,poblacion.csv,10,padre_id,Número de renglón del padre,C (2),889463910626.pdf,21
2022,poblacion.csv,11,disc_camin,Discapacidad para caminar,C (1),889463910626.pdf,21
2022,poblacion.csv,12,disc_ver,Discapacidad para ver,C (1),889463910626.pdf,21
2022,poblacion.csv,13,disc_brazo,Discapacidad para usar brazos,C (1),889463910626.pdf,21
2022,poblacion.csv,14,disc_apren,Discapacidad para aprender,C (1),889463910626.pdf,21
2022,poblacion.csv,15,disc_oir,Discapacidad para escuchar,C (1),889463910626.pdf,21
2022,poblacion.csv,16,disc_vest,Discapacidad para vestirse,C (1),889463910626.pdf,21
2022,poblacion.csv,17,disc_habla,Discapacidad para hablar,C (1),889463910626.pdf,21
2022,poblacion.csv,18,disc_acti,Discapacidad para realizar actividades diarias,C (1),889463910626.pdf,21
2022,poblacion.csv,19,cau_camin,Causa de discapacidad para caminar,C (1),889463910626.pdf,21
2022,poblacion.csv,20,cau_ver,Causa de discapacidad para ver,C (1),889463910626.pdf,21
2022,poblacion.csv,21,cau_brazo,Causa de discapacidad para usar brazos,C (1),889463910626.pdf,21
2022,poblacion.csv,22,cau_apren,Causa de discapacidad para aprender,C (1),889463910626.pdf,21
2022,poblacion.csv,23,cau_oir,Causa de discapacidad para escuchar,C (1),889463910626.pdf,21
2022,poblacion.csv,24,cau_vest,Causa de discapacidad para vestirse,C (1),889463910626.pdf,21
2022,poblacion.csv,25,cau_habla,Causa de discapacidad para hablar,C (1),889463910626.pdf,21
2022,poblacion.csv,26,cau_acti,Causa de discapacidad para realizar actividades diarias,C (1),889463910626.pdf,21
2022,poblacion.csv,27,hablaind,Hablante indígena,C (1),889463910626.pdf,21
2022,poblacion.csv,28,lenguaind,Lengua indígena,C (4),889463910626.pdf,21
2022,poblacion.csv,29,hablaesp,Español,C (1),889463910626.pdf,21
2022,poblacion.csv,30,comprenind,Comprensión,C (1),889463910626.pdf,21
2022,poblacion.csv,31,etnia,Autoadscripción étnica,C (1),889463910626.pdf,21
2022,poblacion.csv,32,alfabetism,Alfabetismo,C (1),889463910626.pdf,21
2022,poblacion.csv,33,asis_esc,Asistencia a la escuela,C (1),889463910626.pdf,21
2022,poblacion.csv,34,nivel,Nivel escolar al que asiste,C (1),889463910626.pdf,21
2022,poblacion.csv,35,grado,Grado escolar al que asiste,C (1),889463910626.pdf,22
2022,poblacion.csv,36,tipoesc,Tipo de escuela,C (1),889463910626.pdf,22
2022,poblacion.csv,37,tiene_b,Beca escolar,C (1),889463910626.pdf,22
2022,poblacion.csv,38,otorg_b,Otorga beca escolar,C (1),889463910626.pdf,22
2022,poblacion.csv,39,forma_b,Forma de beca escolar,C (1),889463910626.pdf,22
2022,poblacion.csv,40,tiene_c,Crédito educativo,C (1),889463910626.pdf,22
2022,poblacion.csv,41,otorg_c,Otorga crédito educativo,C (1),889463910626.pdf,22
2022,poblacion.csv,42,forma_c,Forma de crédito educativo,C (1),889463910626.pdf,22
2022,poblacion.csv,43,nivelaprob,Nivel de instrucción aprobado,C (1),889463910626.pdf,22
2022,poblacion.csv,44,gradoaprob,Grado aprobado,C (1),889463910626.pdf,22
2022,poblacion.csv,45,antec_esc,Antecedente escolar,C (1),889463910626.pdf,22
2022,poblacion.csv,46,residencia,Residencia,C (2),889463910626.pdf,22
2022,poblacion.csv,47,edo_conyug,Situación conyugal,C (1),889463910626.pdf,22
2022,poblacion.csv,48,pareja_hog,Identificador del cónyuge,C (1),889463910626.pdf,22
2022,poblacion.csv,49,conyuge_id,Número de renglón del cónyuge,C (2),889463910626.pdf,22
2022,poblacion.csv,50,segsoc,Contribución a la seguridad social,C (1),889463910626.pdf,22
2022,poblacion.csv,51,ss_aa,Tiempo de contribución años,N (2),889463910626.pdf,22
2022,poblacion.csv,52,ss_mm,Tiempo de contribución meses,N (2),889463910626.pdf,22
2022,poblacion.csv,53,redsoc_1,Pedir ayuda para conseguir trabajo,C (1),889463910626.pdf,22
2022,poblacion.csv,54,redsoc_2,Pedir ayuda para que lo (la) cuiden,C (1),889463910626.pdf,22
2022,poblacion.csv,55,redsoc_3,Pedir la cantidad de dinero de un mes,C (1),889463910626.pdf,22
2022,poblacion.csv,56,redsoc_4,Pedir que lo (la) acompañen al doctor,C (1),889463910626.pdf,22
2022,poblacion.csv,57,redsoc_5,Pedir cooperación para mejoras en su colonia,C (1),889463910626.pdf,22
2022,poblacion.csv,58,redsoc_6,Pedir que le cuiden a los (as) niños (as),C (1),889463910626.pdf,22
2022,poblacion.csv,59,hor_1,Horas de trabajo,N (3),889463910626.pdf,22
2022,poblacion.csv,60,min_1,Minutos de trabajo,N (2),889463910626.pdf,22
2022,poblacion.csv,61,usotiempo1,Trabajar,C (1),889463910626.pdf,22
2022,poblacion.csv,62,hor_2,Horas de estudio,N (3),889463910626.pdf,22
2022,poblacion.csv,63,min_2,Minutos de estudio,N (2),889463910626.pdf,22
2022,poblacion.csv,64,usotiempo2,Estudiar y hacer actividades,C (1),889463910626.pdf,22
2022,poblacion.csv,65,hor_3,Horas de trabajo comunitario,N (2),889463910626.pdf,22
2022,poblacion.csv,66,min_3,Minutos de trabajo comunitario,N (2),889463910626.pdf,22
2022,poblacion.csv,67,usotiempo3,Trabajo comunitario,C (1),889463910626.pdf,22
2022,poblacion.csv,68,hor_4,Horas de cuidado de otras personas,N (2),889463910626.pdf,22
2022,poblacion.csv,69,min_4,Minutos de cuidado de otras personas,N (2),889463910626.pdf,22
2022,poblacion.csv,70,usotiempo4,"Cuidar, atender sin pago",C (1),889463910626.pdf,22
2022,poblacion.csv,71,hor_5,Horas de reparación,N (2),889463910626.pdf,22
2022,poblacion.csv,72,min_5,Minutos de reparación,N (2),889463910626.pdf,22
2022,poblacion.csv,73,usotiempo5,Reparar su vivienda,C (1),889463910626.pdf,22
2022,poblacion.csv,74,hor_6,Horas dedicadas a quehacer,N (2),889463910626.pdf,22
2022,poblacion.csv,75,min_6,Minutos dedicados a quehacer,N (2),889463910626.pdf,22
2022,poblacion.csv,76,usotiempo6,Realizar quehacer en su hogar,C (1),889463910626.pdf,22
2022,poblacion.csv,77,hor_7,Horas de acarreo,N (2),889463910626.pdf,22
2022,poblacion.csv,78,min_7,Minutos de acarreo,N (2),889463910626.pdf,22
2022,poblacion.csv,79,usotiempo7,Acarrear agua o leña,C (1),889463910626.pdf,22
2022,poblacion.csv,80,hor_8,Horas de actividades personales,N (2),889463910626.pdf,22
2022,poblacion.csv,81,min_8,Minutos de actividades personales,N (2),889463910626.pdf,22
2022,poblacion.csv,82,usotiempo8,Tiempo para realizar actividades,C (1),889463910626.pdf,22
2022,poblacion.csv,83,pop_insabi,Seguro popular / INSABI,C (1),889463910626.pdf,22
2022,poblacion.csv,84,atemed,Afiliación para atención médica,C (1),889463910626.pdf,22
2022,poblacion.csv,85,inst_1,Institución médica IMSS,C (1),889463910626.pdf,22
2022,poblacion.csv,86,inst_2,Institución médica ISSSTE,C (1),889463910626.pdf,22
2022,poblacion.csv,87,inst_3,Institución médica ISSSTE estatal,C (1),889463910626.pdf,22
2022,poblacion.csv,88,inst_4,Institución médica PEMEX,C (1),889463910626.pdf,22
2022,poblacion.csv,89,inst_5,Institución médica IMSS Prospera/IMSS Bienestar,C (1),889463910626.pdf,22
2022,poblacion.csv,90,inst_6,Otra institución médica,C (1),889463910626.pdf,22
2022,poblacion.csv,91,inscr_1,Prestación en el trabajo,C (1),889463910626.pdf,22
2022,poblacion.csv,92,inscr_2,Jubilación o invalidez,C (1),889463910626.pdf,22
2022,poblacion.csv,93,inscr_3,Familiar en el hogar,C (1),889463910626.pdf,22
2022,poblacion.csv,94,inscr_4,Muerte del asegurado,C (1),889463910626.pdf,22
2022,poblacion.csv,95,inscr_5,Ser estudiante,C (1),889463910626.pdf,22
2022,poblacion.csv,96,inscr_6,Contratación propia,C (1),889463910626.pdf,22
2022,poblacion.csv,97,inscr_7,Algún familiar de otro hogar,C (1),889463910626.pdf,22
2022,poblacion.csv,98,inscr_8,No sabe,C (1),889463910626.pdf,22
2022,poblacion.csv,99,prob_anio,Año con problemas de salud,C (4),889463910626.pdf,23
2022,poblacion.csv,100,prob_mes,Mes con problemas de salud,C (2),889463910626.pdf,23
2022,poblacion.csv,101,prob_sal,Problemas de salud,C (1),889463910626.pdf,23
2022,poblacion.csv,102,aten_sal,Recibió atención médica,C (1),889463910626.pdf,23
2022,poblacion.csv,103,servmed_1,Atención en centros de salud,C (2),889463910626.pdf,23
2022,poblacion.csv,104,servmed_2,Atención en hospital,C (2),889463910626.pdf,23
2022,poblacion.csv,105,servmed_3,Atención en el IMSS,C (2),889463910626.pdf,23
2022,poblacion.csv,106,servmed_4,Atención en IMSS Prospera/IMSS Bienestar,C (2),889463910626.pdf,23
2022,poblacion.csv,107,servmed_5,Atención en ISSSTE,C (2),889463910626.pdf,23
2022,poblacion.csv,108,servmed_6,Atención en ISSSTE estatal,C (2),889463910626.pdf,23
2022,poblacion.csv,109,servmed_7,Atención médica en otra institución pública,C (2),889463910626.pdf,23
2022,poblacion.csv,110,servmed_8,Atención en consultorios privados,C (2),889463910626.pdf,23
2022,poblacion.csv,111,servmed_9,Atención en consultorios de farmacias,C (2),889463910626.pdf,23
2022,poblacion.csv,112,servmed_10,Atención con curandero,C (2),889463910626.pdf,23
2022,poblacion.csv,113,servmed_11,Atención en otro lugar,C (2),889463910626.pdf,23
2022,poblacion.csv,114,servmed_12,Atención INSABI,C (2),889463910626.pdf,23
2022,poblacion.csv,115,hh_lug,Horas de traslado,N (2),889463910626.pdf,23
2022,poblacion.csv,116,mm_lug,Minutos de traslado,N (2),889463910626.pdf,23
2022,poblacion.csv,117,hh_esp,Hora de espera,N (2),889463910626.pdf,23
2022,poblacion.csv,118,mm_esp,Minutos de espera,N (2),889463910626.pdf,23
2022,poblacion.csv,119,pagoaten_1,Pago por consulta,C (1),889463910626.pdf,23
2022,poblacion.csv,120,pagoaten_2,Pago por medicamentos,C (1),889463910626.pdf,23
2022,poblacion.csv,121,pagoaten_3,Pago por estudios de laboratorio,C (1),889463910626.pdf,23
2022,poblacion.csv,122,pagoaten_4,Pago por hospitalización,C (1),889463910626.pdf,23
2022,poblacion.csv,123,pagoaten_5,Pago por instrumental médico,C (1),889463910626.pdf,23
2022,poblacion.csv,124,pagoaten_6,Otro pago,C (1),889463910626.pdf,23
2022,poblacion.csv,125,pagoaten_7,No pagó por atención médica,C (1),889463910626.pdf,23
2022,poblacion.csv,126,noatenc_1,No hay donde atenderse,C (2),889463910626.pdf,23
2022,poblacion.csv,127,noatenc_2,Sin atención por falta de dinero,C (2),889463910626.pdf,23
2022,poblacion.csv,128,noatenc_3,Unidad médica lejana,C (2),889463910626.pdf,23
2022,poblacion.csv,129,noatenc_4,No lo atienden,C (2),889463910626.pdf,23
2022,poblacion.csv,130,noatenc_5,No le tiene confianza,C (2),889463910626.pdf,23
2022,poblacion.csv,131,noatenc_6,Lo tratan mal,C (2),889463910626.pdf,23
2022,poblacion.csv,132,noatenc_7,No hablan la misma lengua,C (2),889463910626.pdf,23
2022,poblacion.csv,133,noatenc_8,Hay que esperar mucho,C (2),889463910626.pdf,23
2022,poblacion.csv,134,noatenc_9,No le dan medicamento,C (2),889463910626.pdf,23
2022,poblacion.csv,135,noatenc_10,Sin atención por unidad cerrada,C (2),889463910626.pdf,23
2022,poblacion.csv,136,noatenc_11,No hubo médicos,C (2),889463910626.pdf,23
2022,poblacion.csv,137,noatenc_12,Se lo impidieron,C (2),889463910626.pdf,23
2022,poblacion.csv,138,noatenc_13,Falta de tiempo,C (2),889463910626.pdf,23
2022,poblacion.csv,139,noatenc_14,No hubo quién lo llevara,C (2),889463910626.pdf,23
2022,poblacion.csv,140,noatenc_15,No era necesario,C (2),889463910626.pdf,23
2022,poblacion.csv,141,noatenc_16,Se automedicó,C (2),889463910626.pdf,23
2022,poblacion.csv,142,norecib_1,Sin atención centro de salud,C (2),889463910626.pdf,23
2022,poblacion.csv,143,norecib_2,Sin atención hospital o instituto,C (2),889463910626.pdf,23
2022,poblacion.csv,144,norecib_3,Sin atención IMSS,C (2),889463910626.pdf,23
2022,poblacion.csv,145,norecib_4,Sin atención IMSS Prospera/IMSS Bienestar,C (2),889463910626.pdf,23
2022,poblacion.csv,146,norecib_5,Sin atención ISSSTE,C (2),889463910626.pdf,23
2022,poblacion.csv,147,norecib_6,Sin atención ISSSTE estatal,C (2),889463910626.pdf,23
2022,poblacion.csv,148,norecib_7,Sin atención otro servicio médico público,C (2),889463910626.pdf,23
2022,poblacion.csv,149,norecib_8,Sin atención consultorios privados,C (2),889463910626.pdf,23
2022,poblacion.csv,150,norecib_9,Sin atención consultorio de farmacias,C (2),889463910626.pdf,23
2022,poblacion.csv,151,norecib_10,Sin atención curandero,C (2),889463910626.pdf,23
2022,poblacion.csv,152,norecib_11,Sin atención otro lugar,C (2),889463910626.pdf,23
2022,poblacion.csv,153,norecib_12,Sin atención INSABI,C (2),889463910626.pdf,23
2022,poblacion.csv,154,razon_1,No tenía dinero,C (2),889463910626.pdf,23
2022,poblacion.csv,155,razon_2,No entendía su lengua,C (2),889463910626.pdf,23
2022,poblacion.csv,156,razon_3,No quisieron,C (2),889463910626.pdf,23
2022,poblacion.csv,157,razon_4,Dijeron que no era necesario,C (2),889463910626.pdf,23
2022,poblacion.csv,158,razon_5,No tenían tiempo,C (2),889463910626.pdf,23
2022,poblacion.csv,159,razon_6,Razón por unidad médica cerrada,C (2),889463910626.pdf,23
2022,poblacion.csv,160,razon_7,Cita hasta mucho tiempo después,C (2),889463910626.pdf,23
2022,poblacion.csv,161,razon_8,No había médico,C (2),889463910626.pdf,23
2022,poblacion.csv,162,razon_9,No le dieron ninguna razón,C (2),889463910626.pdf,23
2022,poblacion.csv,163,razon_10,El personal dijo que no era necesario,C (2),889463910626.pdf,24
2022,poblacion.csv,164,razon_11,Otra razón de no atención,C (2),889463910626.pdf,24
2022,poblacion.csv,165,diabetes,Diabetes,C (1),889463910626.pdf,24
2022,poblacion.csv,166,pres_alta,Presión alta,C (1),889463910626.pdf,24
2022,poblacion.csv,167,peso,Control de peso y talla,C (1),889463910626.pdf,24
2022,poblacion.csv,168,segvol_1,"Seguro voluntario SAR, AFORE",C (1),889463910626.pdf,24
2022,poblacion.csv,169,segvol_2,Seguro voluntario de gastos médicos,C (1),889463910626.pdf,24
2022,poblacion.csv,170,segvol_3,Seguro voluntario de vida,C (1),889463910626.pdf,24
2022,poblacion.csv,171,segvol_4,Seguro voluntario de invalidez,C (1),889463910626.pdf,24
2022,poblacion.csv,172,segvol_5,Otro tipo de seguro voluntario,C (1),889463910626.pdf,24
2022,poblacion.csv,173,segvol_6,Ningún tipo de seguro voluntario,C (1),889463910626.pdf,24
2022,poblacion.csv,174,segvol_7,No sabe si tiene seguros,C (1),889463910626.pdf,24
2022,poblacion.csv,175,hijos_viv,Hijos nacidos vivos,N (2),889463910626.pdf,24
2022,poblacion.csv,176,hijos_mue,Hijos fallecidos,N (2),889463910626.pdf,24
2022,poblacion.csv,177,hijos_sob,Hijos sobrevivientes,N (2),889463910626.pdf,24
